row,tag,question id,score,reputation,accept rate,answer count,is answered
2091,wordpress,67680634,-1,1,0,2,0,
2092,wordpress,67684259,0,1,0,0,0,
2093,wordpress,67684219,0,1,0,0,0,
2094,wordpress,67653738,-1,1,0,1,0,
2095,wordpress,67670924,0,1,0,2,1,
2096,wordpress,67683772,0,7,0,2,1,
2097,wordpress,67683823,0,1,0,0,0,
2098,wordpress,67683784,0,1,0,0,0,
2099,wordpress,66708711,0,134,80,0,0,
2100,wordpress,67683710,1,17492,86,0,0,
2101,wordpress,67673451,0,1,0,0,0,
2102,wordpress,67683483,0,92,40,0,0,
2103,wordpress,67667517,0,273,0,1,0,
2104,wordpress,67683413,0,1,0,0,0,
2105,wordpress,67678715,0,1,0,1,0,
2106,wordpress,67679854,0,15,0,1,1,
2107,wordpress,67625739,0,43,0,1,1,
2108,wordpress,67680843,0,9,0,1,0,
2109,wordpress,67665228,0,179,0,0,0,
2110,wordpress,67679684,0,3,0,0,0,
2111,wordpress,67669130,0,2073,100,1,1,
2112,wordpress,67637894,1,11,0,2,0,
2113,wordpress,66448444,0,21,0,2,1,
2114,wordpress,67679218,0,3,0,0,0,
2115,wordpress,67678351,0,1,0,0,0,
2116,wordpress,67668202,1,11,0,0,0,
2117,wordpress,67512372,-1,73,38,1,0,
2118,wordpress,67648555,0,1,0,2,0,
2119,wordpress,67677517,0,169,0,0,0,
2120,wordpress,67658920,1,23,0,1,1,
2121,wordpress,67677243,0,1,0,0,0,
2122,wordpress,67677177,0,1,0,0,0,
2123,wordpress,67677068,1,221,0,0,0,
2124,wordpress,67045396,1,71,100,1,1,
2125,wordpress,67640090,0,1,0,3,0,
2126,wordpress,67665273,0,31,0,0,0,
2127,wordpress,67673092,0,1,0,0,0,
2128,wordpress,67671738,0,156,0,1,0,
2129,wordpress,67674539,0,1,0,0,0,
2130,wordpress,67631656,0,1,0,1,0,
2131,wordpress,67647561,0,1,0,2,0,
2132,wordpress,67667453,0,25,0,1,1,
2133,wordpress,67670787,0,19,0,0,0,
2134,wordpress,67673520,1,13,0,1,1,
2135,wordpress,67643574,0,490,0,1,1,
2136,wordpress,67637970,0,1,0,0,0,
2137,wordpress,67670838,0,31,0,1,0,
2138,wordpress,67672919,0,503,0,0,0,
2139,wordpress,67669629,0,55,0,2,1,
2140,wordpress,67665972,0,33,0,1,0,
2141,wordpress,67652289,0,9,0,1,0,
2142,wordpress,67669739,0,35,0,1,1,
2143,wordpress,67570791,0,472,0,2,1,
2144,wordpress,67663911,0,490,0,1,1,
2145,wordpress,67646377,0,1,0,1,0,
2146,wordpress,67661677,0,51,0,0,0,
2147,wordpress,67669263,0,1,0,0,0,
2148,wordpress,67668337,1,13,0,1,1,
2149,wordpress,67669511,0,29,0,0,0,
2150,wordpress,67669304,0,503,0,0,0,
2151,wordpress,67669133,0,490,0,0,0,
2152,wordpress,67667953,0,167,0,0,0,
2153,wordpress,67668547,1,89,0,1,1,
2154,wordpress,67667360,0,187,100,0,0,
2155,wordpress,67667332,0,1,0,0,0,
2156,wordpress,66719868,0,581,0,1,1,
2157,wordpress,67666521,0,517,83,1,1,
2158,wordpress,67666576,0,9,0,0,0,
2159,wordpress,67666575,0,1,0,0,0,
2160,wordpress,67605544,-3,11,0,1,0,
2161,wordpress,67665516,-1,1,0,1,0,
2162,wordpress,67665497,0,33,0,0,0,
2163,wordpress,67662579,0,1,0,1,0,
2164,wordpress,67665376,0,3,0,0,0,
2165,wordpress,67657537,0,1,0,0,0,
2166,wordpress,67663616,0,813,60,1,1,
2167,wordpress,67663622,1,11,0,0,0,
2168,wordpress,67650709,0,30,0,1,0,
2169,wordpress,67663548,0,1,0,0,0,
2170,wordpress,67643704,1,93,0,1,1,
2171,wordpress,67660026,-2,1,0,1,0,
2172,wordpress,67271770,1,1511,81,1,0,
2173,wordpress,67648101,0,51,0,0,0,
2174,wordpress,67658417,0,100,0,1,1,
2175,wordpress,67618647,0,11,0,1,0,
2176,wordpress,67662048,0,178,0,0,0,
2177,wordpress,67661197,0,65,0,0,0,
2178,wordpress,67660670,0,1,0,1,0,
2179,wordpress,67658039,0,3,0,2,1,
2180,wordpress,66408294,0,742,39,0,0,
2181,wordpress,67659156,1,15,0,1,1,
2182,wordpress,67657306,0,9,0,0,0,
2183,wordpress,67659009,0,1,0,0,0,
2184,wordpress,67655252,0,1649,62,1,0,
2185,wordpress,67654871,0,25,0,0,0,
2186,wordpress,67658757,0,23,0,0,0,
2187,wordpress,67622388,1,45,0,1,1,
2188,wordpress,67658075,0,1,0,0,0,
2189,wordpress,67657622,1,65,0,1,1,
2190,wordpress,67656150,-1,33,0,2,1,
2191,wordpress,67657044,0,43,0,0,0,
2192,wordpress,67656022,0,213,0,1,1,
2193,wordpress,67654649,0,89,0,1,1,
2194,wordpress,67655181,3,213,0,1,1,
2195,wordpress,67655778,1,11,0,0,0,
2196,wordpress,67654970,0,11,0,3,0,
2197,wordpress,67655038,0,167,0,0,0,
2198,wordpress,67647767,0,1,0,0,0,
2199,wordpress,67654638,0,1649,62,0,0,
2200,wordpress,67652168,0,9,0,1,0,
2201,wordpress,67653852,-2,81,0,1,1,
2202,wordpress,67653334,0,1,0,0,0,
2203,wordpress,67641373,1,111,44,1,1,
2204,wordpress,67652842,0,1,0,0,0,
2205,wordpress,67652690,0,1,0,0,0,
2206,wordpress,67350320,1,13,0,1,1,
2207,wordpress,67652090,1,83,0,0,0,
2208,wordpress,67647127,0,1,0,2,0,
2209,wordpress,67626518,0,306,57,2,1,
2210,wordpress,67651345,0,259,50,0,0,
2211,wordpress,67651253,0,33,0,0,0,
2212,wordpress,67007158,2,575,88,2,1,
2213,wordpress,67649500,0,7,0,1,0,
2214,wordpress,67649743,0,1,0,0,0,
2215,wordpress,67649906,1,43,0,1,0,
2216,wordpress,67650273,1,33,0,0,0,
2217,wordpress,67648787,1,21,0,1,1,
2218,wordpress,67648778,0,22,0,1,1,
2219,wordpress,67649017,0,13,0,1,0,
2220,wordpress,67649182,0,1,0,0,0,
2221,wordpress,67648926,0,1,0,0,0,
2222,wordpress,67648727,0,11,0,0,0,
2223,wordpress,67647940,0,41,0,0,0,
2224,wordpress,67647923,0,107,0,0,0,
2225,wordpress,67644245,0,197,79,0,0,
2226,wordpress,67632518,1,213,0,1,1,
2227,wordpress,66832574,0,94,0,1,0,
2228,wordpress,67636473,0,57,0,0,0,
2229,wordpress,67596954,0,6788,60,0,0,
2230,wordpress,67646064,0,337,61,0,0,
2231,wordpress,67640335,0,1,0,1,0,
2232,wordpress,67645434,0,21,0,0,0,
2233,wordpress,67629337,0,1,0,1,0,
2234,wordpress,67645136,0,1,0,0,0,
2235,wordpress,67644872,0,342,91,1,0,
2236,wordpress,67643418,-1,379,75,2,0,
2237,wordpress,67642381,-5,1,0,1,0,
2238,wordpress,67644155,0,31,0,0,0,
2239,wordpress,67643983,0,15,0,0,0,
2240,wordpress,67641606,-2,11,0,1,0,
2241,wordpress,67641648,1,23,0,1,1,
2242,wordpress,67639575,0,3,0,1,1,
2243,wordpress,67512059,0,25,0,1,1,
2244,wordpress,67639329,0,1,0,1,0,
2245,wordpress,67639621,0,21,0,0,0,
2246,wordpress,67639473,1,5851,85,0,0,
2247,wordpress,67639141,0,26,0,0,0,
2248,wordpress,67633209,0,129,0,1,1,
2249,wordpress,67637950,0,1,0,0,0,
2250,wordpress,67635252,1,133,40,1,0,
2251,wordpress,67637730,0,110,50,0,0,
2252,wordpress,66303231,1,1574,0,1,0,
2253,wordpress,67637482,2,21,0,2,0,
2254,wordpress,67637173,0,3,0,0,0,
2255,wordpress,67636961,0,207,40,0,0,
2256,wordpress,67636526,0,38,0,0,0,
2257,wordpress,67634986,0,765,100,1,0,
2258,wordpress,67635984,0,103,0,0,0,
2259,wordpress,67621411,2,111,0,1,1,
2260,wordpress,67630999,1,65,0,0,0,
2261,wordpress,67614861,1,43,0,1,1,
2262,wordpress,67625439,1,43,0,0,0,
2263,wordpress,67634100,0,1,0,0,0,
2264,wordpress,67634032,0,1,0,0,0,
2265,wordpress,67632972,0,4347,57,0,0,
2266,wordpress,67632881,0,15,0,0,0,
2267,wordpress,67632009,2,0,0,1,1,
2268,wordpress,67632755,0,11,0,0,0,
2269,wordpress,67631816,0,109,0,0,0,
2270,wordpress,67631486,0,245,60,0,0,
2271,wordpress,67614821,1,143,0,0,0,
2272,wordpress,65596375,0,3,0,1,0,
2273,wordpress,67630873,0,1,0,0,0,
2274,wordpress,67630509,0,95,0,1,0,
2275,wordpress,67630468,0,439,0,0,0,
2276,wordpress,67630232,0,213,0,0,0,
2277,wordpress,67614115,1,31376,60,1,1,
2278,wordpress,67630014,0,1,0,0,0,
2279,wordpress,67562640,0,113,60,2,1,
2280,wordpress,67617235,0,490,0,1,1,
2281,wordpress,67616786,0,3,0,1,0,
2282,wordpress,67629706,0,1,0,0,0,
2283,wordpress,67609546,0,1,0,0,0,
2284,wordpress,67628331,0,1,0,0,0,
2285,wordpress,67628047,0,439,0,0,0,
2286,wordpress,67627510,0,1,0,2,0,
2287,wordpress,67627664,0,1510,77,0,0,
2288,wordpress,67627077,1,21,0,0,0,
2289,wordpress,67610860,0,2279,69,1,0,
2290,wordpress,67608652,0,1,0,0,0,
2291,wordpress,67627029,0,1,0,0,0,
2292,wordpress,67626835,0,17,0,0,0,
2293,wordpress,67607582,1,77,0,1,0,
2294,wordpress,67624739,0,3,0,1,0,
2295,wordpress,67625467,0,3,0,0,0,
2296,wordpress,67619808,0,79,0,1,0,
2297,wordpress,67624859,0,23,0,0,0,
2298,wordpress,67624087,0,1,0,0,0,
2299,wordpress,67615846,0,196,0,1,0,
2300,wordpress,67623295,0,31,0,2,1,
2301,wordpress,67622955,0,171,0,0,0,
2302,wordpress,67622891,0,1,0,0,0,
2303,wordpress,67619113,0,1,0,0,0,
2304,wordpress,67448191,0,11,0,1,1,
2305,wordpress,67422024,0,11,0,1,1,
2306,wordpress,67621870,0,1,0,0,0,
2307,wordpress,67621673,0,1,0,0,0,
2308,wordpress,67621501,0,11,0,0,0,
2309,wordpress,67621394,0,1,0,0,0,
2310,wordpress,67502196,1,11,0,1,1,
2311,wordpress,67621201,0,1,0,0,0,
2312,wordpress,67621180,0,243,0,0,0,
2313,wordpress,67620591,0,727,55,0,0,
2314,wordpress,67620474,0,55,0,0,0,
2315,wordpress,67618513,0,3,0,2,1,
2316,wordpress,67620107,0,1,0,0,0,
2317,wordpress,67619451,0,1,0,1,0,
2318,wordpress,67619678,0,3,0,0,0,
2319,wordpress,67619576,0,103,0,2,1,
2320,wordpress,67619652,0,0,0,0,0,
2321,wordpress,67611816,0,1,0,0,0,
2322,wordpress,67607925,0,1,0,0,0,
2323,wordpress,67618695,0,0,0,0,0,
2324,wordpress,67600198,1,13,0,1,1,
2325,wordpress,67573109,0,48,0,1,1,
2326,wordpress,67618205,1,21,0,0,0,
2327,wordpress,67617713,0,1,0,0,0,
2328,wordpress,67615076,1,11,0,1,0,
2329,wordpress,67483457,0,3,0,1,1,
2330,wordpress,67617438,0,53,0,1,0,
2331,wordpress,67616817,0,1,0,0,0,
2332,wordpress,66634314,5,53,0,1,1,
2333,wordpress,67615485,0,33,0,1,1,
2334,wordpress,67613126,0,1,0,1,0,
2335,wordpress,67595800,0,11,0,0,0,
2336,wordpress,67533338,0,45,0,1,1,
2337,wordpress,67615021,0,1,0,0,0,
2338,wordpress,67614826,0,213,0,1,1,
2339,wordpress,67614814,0,1,0,0,0,
2340,wordpress,67611587,0,21,0,1,0,
2341,wordpress,67614068,1,213,0,0,0,
2342,wordpress,67613624,0,11,0,0,0,
2343,wordpress,67608192,0,1,0,0,0,
2344,wordpress,67610449,-1,1,0,3,1,
2345,wordpress,67560992,0,70,0,2,1,
2346,wordpress,67611161,0,213,0,1,1,
2347,wordpress,67609600,0,49,0,0,0,
2348,wordpress,67611580,0,452,0,0,0,
2349,wordpress,67610231,1,121,0,0,0,
2350,wordpress,67609697,0,23,0,2,1,
2351,wordpress,67609981,0,31,0,0,0,
2352,wordpress,67608738,0,71,0,0,0,
2353,wordpress,67609341,0,25,0,0,0,
2354,wordpress,67607856,0,1,0,0,0,
2355,wordpress,67511757,0,1594,39,0,0,
2356,wordpress,67598091,1,49,0,1,0,
2357,wordpress,67607498,1,127,20,0,0,
2358,wordpress,67607345,0,1,0,0,0,
2359,wordpress,67607333,0,103,0,0,0,
2360,wordpress,67584743,-1,23,0,1,0,
2361,wordpress,67605958,1,70,0,0,0,
2362,wordpress,67605842,0,57,0,0,0,
2363,wordpress,67605397,0,43,0,0,0,
2364,wordpress,67605308,0,841,56,0,0,
2365,wordpress,67605138,0,95,0,1,1,
2366,wordpress,67605108,0,146,0,0,0,
2367,wordpress,67604616,0,0,0,1,1,
2368,wordpress,67590544,0,23,0,1,1,
2369,wordpress,67604336,0,13,0,0,0,
2370,wordpress,67602975,-1,105,0,1,1,
2371,wordpress,67604178,0,1,0,0,0,
2372,wordpress,67388074,2,21,0,0,0,
2373,wordpress,67602759,0,11,0,0,0,
2374,wordpress,67602650,0,1,0,0,0,
2375,wordpress,67602533,0,25,0,1,0,
2376,wordpress,67600702,0,15,0,1,0,
2377,wordpress,67602001,0,1,0,0,0,
2378,wordpress,67601888,0,964,92,0,0,
2379,wordpress,67601825,0,101,0,0,0,
2380,wordpress,67601689,0,55,0,0,0,
2381,wordpress,67601263,0,646,75,0,0,
2382,wordpress,67187086,0,403,0,1,1,
2383,wordpress,67600450,0,15,0,0,0,
2384,wordpress,67600360,0,101,31,0,0,
2385,wordpress,67600233,0,1,0,0,0,
2386,wordpress,67591820,0,1,0,1,1,
2387,wordpress,67599637,0,1,0,0,0,
2388,wordpress,67599596,0,11,0,0,0,
2389,wordpress,67555237,0,5,0,1,1,
2390,wordpress,67598446,0,1,0,0,0,
2391,wordpress,67598387,0,23,20,0,0,
2392,wordpress,67595163,3,115,0,2,1,
2393,wordpress,67597983,0,213,0,0,0,
2394,wordpress,65839250,0,117,0,1,1,
2395,wordpress,67597830,0,1,0,0,0,
2396,wordpress,67596972,1,21,0,0,0,
2397,wordpress,67377908,0,63,0,3,1,
2398,wordpress,67585192,0,139,0,1,0,
2399,wordpress,67595297,0,193,100,0,0,
2400,wordpress,67594974,0,105,0,0,0,
2401,wordpress,67594967,0,1,0,0,0,
2402,wordpress,67594827,0,1,0,1,0,
2403,wordpress,67594152,0,1,0,0,0,
2404,wordpress,67575662,3,33,0,1,1,
2405,wordpress,67592977,0,1,0,0,0,
2406,wordpress,67591849,-1,1,0,1,0,
2407,wordpress,67591479,0,23,0,1,1,
2408,wordpress,67592281,0,15,0,0,0,
2409,wordpress,67591942,0,1,0,0,0,
2410,wordpress,67589886,2,53,0,1,1,
2411,wordpress,67583190,0,473,0,1,1,
2412,wordpress,67461998,0,3954,70,1,0,
2413,wordpress,67591567,0,39,0,0,0,
2414,wordpress,67591443,0,2049,86,0,0,
2415,wordpress,67590830,0,337,0,0,0,
2416,wordpress,67540244,-1,337,0,1,1,
2417,wordpress,67590780,0,337,0,0,0,
2418,wordpress,67591088,0,1,0,0,0,
2419,wordpress,67590417,0,1,0,0,0,
2420,wordpress,67590376,0,1,0,0,0,
2421,wordpress,67590322,1,503,0,0,0,
2422,wordpress,67590016,0,57,0,0,0,
2423,wordpress,65800992,-1,1,0,1,1,
2424,wordpress,67590066,0,1,0,0,0,
2425,wordpress,67585437,0,1649,62,1,1,
2426,wordpress,67589571,0,1,0,0,0,
2427,wordpress,67589435,0,178,0,0,0,
2428,wordpress,67575292,1,169,67,1,0,
2429,wordpress,67586869,-2,3,0,1,1,
2430,wordpress,67588527,0,332,50,0,0,
2431,wordpress,67588492,0,1,0,0,0,
2432,wordpress,67580828,0,23,20,1,0,
2433,wordpress,67465616,-1,1,0,1,1,
2434,wordpress,67588103,0,1,0,0,0,
2435,wordpress,67588018,0,1,0,0,0,
2436,wordpress,67578790,0,15,0,1,0,
2437,wordpress,67586040,0,33,0,2,1,
2438,wordpress,67587551,0,1110,89,1,0,
2439,wordpress,67583523,-2,3,0,1,1,
2440,wordpress,67584651,0,37,0,2,1,
2441,wordpress,67557265,0,1,0,0,0,
2442,wordpress,67580198,0,1,0,0,0,
2443,wordpress,67585859,0,1,0,1,0,
2444,wordpress,67574580,0,355,0,0,0,
2445,wordpress,67586101,0,73,0,0,0,
2446,wordpress,67584152,0,1,0,0,0,
2447,wordpress,67585840,0,1,0,0,0,
2448,wordpress,67584038,0,1,0,2,1,
2449,wordpress,67585699,0,201,0,0,0,
2450,wordpress,67585074,0,181,38,0,0,
2451,wordpress,67577500,0,21,0,1,0,
2452,wordpress,67579643,0,1,0,1,0,
2453,wordpress,67583388,0,1,0,1,0,
2454,wordpress,67584178,0,71,0,0,0,
2455,wordpress,67534968,1,1649,62,1,1,
2456,wordpress,67583057,1,71,0,1,1,
2457,wordpress,67582781,1,21,0,1,1,
2458,wordpress,67582502,0,7,0,1,0,
2459,wordpress,65739884,2,43,0,1,0,
2460,wordpress,67581170,0,523,54,1,1,
2461,wordpress,67581928,0,13,0,1,0,
2462,wordpress,67582104,1,11,0,0,0,
2463,wordpress,67581174,0,117,0,2,1,
2464,wordpress,67540964,-1,31,0,2,1,
2465,wordpress,67580489,0,77,0,1,1,
2466,wordpress,67580209,0,1,0,1,0,
2467,wordpress,67574955,0,15,0,1,1,
2468,wordpress,67580228,0,31,0,0,0,
2469,wordpress,67560019,0,21,0,1,0,
2470,wordpress,67579632,1,11,0,1,0,
2471,wordpress,67577522,1,51,0,1,0,
2472,wordpress,67578918,0,1,0,1,0,
2473,wordpress,67579639,0,1,0,0,0,
2474,wordpress,67579494,0,3,0,0,0,
2475,wordpress,67578723,0,41,0,0,0,
2476,wordpress,67578193,0,1,0,0,0,
2477,wordpress,67574406,0,101,0,0,0,
2478,wordpress,67577484,0,1,0,0,0,
2479,wordpress,67577399,0,15,0,0,0,
2480,wordpress,67577101,0,1,0,0,0,
2481,wordpress,67566209,0,727,55,0,0,
2482,wordpress,67576634,0,252,75,1,1,
2483,wordpress,67576569,0,1043,40,0,0,
2484,wordpress,67319298,4,913,91,1,1,
2485,wordpress,67576068,0,39,0,0,0,
2486,wordpress,67571095,0,1,0,1,0,
2487,wordpress,67573195,-1,3,0,1,1,
2488,wordpress,67575246,0,1,0,0,0,
2489,wordpress,67574973,0,1,0,0,0,
2490,wordpress,67570001,1,47,0,1,1,
2491,wordpress,67571876,1,25,0,1,1,
2492,wordpress,67569200,0,401,0,1,0,
2493,wordpress,67573504,0,1,0,0,0,
2494,wordpress,67572667,0,11,0,0,0,
2495,wordpress,67571882,0,1510,77,0,0,
2496,wordpress,67568391,1,111,0,2,1,
2497,wordpress,67567109,1,11,0,0,0,
2498,wordpress,67567945,0,3,0,1,0,
2499,wordpress,67570487,-3,1,0,2,0,
2500,wordpress,67571246,0,421,80,0,0,
2501,wordpress,67569743,0,5,0,0,0,
2502,wordpress,67569590,0,1,0,0,0,
2503,wordpress,67568095,0,15,0,0,0,
2504,wordpress,67569181,0,43,0,0,0,
2505,wordpress,67044402,1,31,0,2,1,
2506,wordpress,67569167,0,13,0,0,0,
2507,wordpress,67568758,0,1,0,0,0,
2508,wordpress,67568309,0,1,0,0,0,
2509,wordpress,67559113,0,101,0,1,1,
2510,wordpress,67567661,1,51,0,1,1,
2511,wordpress,67564330,1,47,0,0,0,
2512,wordpress,67564590,1,11,0,1,0,
2513,wordpress,67530870,1,27,0,2,0,
2514,wordpress,67566626,0,155,0,0,0,
2515,wordpress,67566598,0,196,0,0,0,
2516,wordpress,67544416,0,117,0,1,1,
2517,wordpress,67565959,0,3540,72,0,0,
2518,wordpress,67509113,1,23,0,1,1,
2519,wordpress,67565320,0,26,0,0,0,
2520,wordpress,67565057,0,135,0,0,0,
2521,wordpress,67564219,1,689,0,0,0,
2522,wordpress,67528701,2,23,0,1,1,
2523,wordpress,67563706,0,1,0,0,0,
2524,wordpress,67562462,0,89,0,0,0,
2525,wordpress,67561483,0,1,0,1,0,
2526,wordpress,67554248,0,1,0,1,0,
2527,wordpress,67562122,0,17,0,0,0,
2528,wordpress,67561590,0,703,71,0,0,
2529,wordpress,67560977,0,49,0,0,0,
2530,wordpress,67561511,0,1,0,0,0,
2531,wordpress,66451912,0,0,0,1,0,
2532,wordpress,67560436,-1,1,0,1,1,
2533,wordpress,67550800,0,93,0,1,1,
2534,wordpress,67560258,0,21,0,0,0,
2535,wordpress,67560130,0,1,0,0,0,
2536,wordpress,67559692,0,25,0,2,1,
2537,wordpress,67559268,0,446,0,0,0,
2538,wordpress,67558223,0,1,0,0,0,
2539,wordpress,67557608,2,21,0,0,0,
2540,wordpress,67557446,0,53,0,0,0,
2541,wordpress,67442536,0,83,0,6,1,
2542,wordpress,67544544,0,384,86,1,0,
2543,wordpress,67553545,0,1,0,0,0,
2544,wordpress,67555673,0,31,0,1,1,
2545,wordpress,67555706,0,62,0,0,0,
2546,wordpress,67555119,0,101,0,0,0,
2547,wordpress,67554522,0,1,0,0,0,
2548,wordpress,67534944,0,119,0,1,1,
2549,wordpress,67554815,0,490,0,0,0,
2550,wordpress,67540999,1,11,0,1,0,
2551,wordpress,67551281,0,1,0,1,0,
2552,wordpress,67551888,0,667,20,2,1,
2553,wordpress,67554196,0,113,0,1,0,
2554,wordpress,67552594,0,1,0,3,1,
2555,wordpress,67547477,0,3,0,1,1,
2556,wordpress,67397664,0,23,25,1,1,
2557,wordpress,67553665,0,13,0,0,0,
2558,wordpress,67553416,0,31,0,0,0,
2559,wordpress,67528820,0,95,83,1,0,
2560,wordpress,67552049,0,403,0,2,1,
2561,wordpress,66355004,0,33,0,1,0,
2562,wordpress,67550769,-2,1,0,1,0,
2563,wordpress,67547670,0,55,0,1,0,
2564,wordpress,67548728,0,30,0,1,1,
2565,wordpress,67547828,0,67,0,1,0,
2566,wordpress,67547130,0,101,0,2,1,
2567,wordpress,67547823,0,550,54,0,0,
2568,wordpress,67546676,0,6398,92,1,0,
2569,wordpress,67546369,-1,5851,85,1,1,
2570,wordpress,67545914,0,49,0,1,1,
2571,wordpress,67546742,0,13,0,0,0,
2572,wordpress,67546310,0,45,0,1,1,
2573,wordpress,67546253,0,1,0,0,0,
2574,wordpress,67545489,0,408,71,1,1,
2575,wordpress,67538221,1,11,0,0,0,
2576,wordpress,67534870,0,45,0,1,1,
2577,wordpress,67544825,-1,1,0,1,0,
2578,wordpress,67544411,2,23,0,1,1,
2579,wordpress,67544736,0,105,0,0,0,
2580,wordpress,67544628,0,185,0,0,0,
2581,wordpress,67544516,0,1,0,0,0,
2582,wordpress,67544365,0,1,0,0,0,
2583,wordpress,67543931,0,213,0,1,1,
2584,wordpress,67497828,0,13,0,2,0,
2585,wordpress,67540969,0,213,0,0,0,
2586,wordpress,67543055,0,505,67,0,0,
2587,wordpress,67510373,0,33,0,2,1,
2588,wordpress,67542158,0,706,100,1,1,
2589,wordpress,67529316,0,1895,70,1,0,
2590,wordpress,67525213,1,11,0,1,0,
2591,wordpress,67370087,0,147,0,1,0,
2592,wordpress,67539191,0,1,0,0,0,
2593,wordpress,67541201,0,143,0,0,0,
2594,wordpress,67541083,0,123,0,0,0,
2595,wordpress,67540905,0,25,0,1,0,
2596,wordpress,67537859,0,1,0,1,0,
2597,wordpress,66572034,4,3326,80,2,1,
2598,wordpress,67538144,0,180,0,0,0,
2599,wordpress,66165721,1,23,0,0,0,
2600,wordpress,67536620,0,53,0,1,0,
2601,wordpress,67533937,1,781,90,1,1,
2602,wordpress,67537965,0,315,0,0,0,
2603,wordpress,67537948,0,101,17,0,0,
2604,wordpress,67537852,0,61,71,0,0,
2605,wordpress,67537066,0,672,61,2,1,
2606,wordpress,67536704,0,1,0,0,0,
2607,wordpress,67503837,0,13009,0,1,1,
2608,wordpress,67492544,1,11,0,1,1,
2609,wordpress,67535802,0,11,0,0,0,
2610,wordpress,67517756,0,25,0,0,0,
2611,wordpress,67255460,-1,9,0,1,0,
2612,wordpress,67535366,0,54,0,0,0,
2613,wordpress,67535353,0,1,0,0,0,
2614,wordpress,67533877,0,97,0,1,0,
2615,wordpress,67532806,2,98,0,1,1,
2616,wordpress,67533271,0,11,0,0,0,
2617,wordpress,66338585,2,303,0,2,1,
2618,wordpress,67528551,1,11,0,1,0,
2619,wordpress,67530109,0,1,0,1,0,
2620,wordpress,67531759,1,11,0,1,1,
2621,wordpress,67533394,1,141,29,1,1,
2622,wordpress,67533677,0,3,0,0,0,
2623,wordpress,67531170,1,105,0,1,1,
2624,wordpress,67533205,1,11,0,0,0,
2625,wordpress,67486883,0,169,0,1,1,
2626,wordpress,67532012,-3,1,0,1,0,
2627,wordpress,67532378,0,61,0,0,0,
2628,wordpress,67505010,0,3,40,1,0,
2629,wordpress,67531005,-2,115,0,2,1,
2630,wordpress,67530889,0,1,0,0,0,
2631,wordpress,67391986,1,508,0,4,1,
2632,wordpress,67530701,0,1,0,0,0,
2633,wordpress,67518033,1,13,0,1,1,
2634,wordpress,67529770,2,115,0,1,1,
2635,wordpress,67465922,1,15,0,1,1,
2636,wordpress,67482168,0,1,0,2,0,
2637,wordpress,67522904,0,533,0,1,1,
2638,wordpress,67480955,0,213,0,1,1,
2639,wordpress,67528720,0,735,18,0,0,
2640,wordpress,67528333,0,1,0,0,0,
2641,wordpress,67511842,2,455,71,0,0,
2642,wordpress,67525284,0,23,0,0,0,
2643,wordpress,67527528,0,1,0,0,0,
2644,wordpress,67527524,0,1,0,0,0,
2645,wordpress,67525178,0,11,0,1,0,
2646,wordpress,67527414,0,1,0,0,0,
2647,wordpress,67521303,1,11,0,1,0,
2648,wordpress,67525143,1,2244,75,1,1,
2649,wordpress,67525774,2,4114,0,0,0,
2650,wordpress,67524546,0,1,0,1,1,
2651,wordpress,67524331,0,723,0,1,0,
2652,wordpress,67522701,1,297,10,2,0,
2653,wordpress,67523755,0,1685,0,0,0,
2654,wordpress,67524383,0,3,0,1,1,
2655,wordpress,67524556,0,142,0,0,0,
2656,wordpress,67524207,0,11,0,0,0,
2657,wordpress,67522729,1,39,0,2,1,
2658,wordpress,67523349,0,1,0,0,0,
2659,wordpress,67523112,1,49,75,1,1,
2660,wordpress,67514792,0,13,0,0,0,
2661,wordpress,67465703,0,11,0,0,0,
2662,wordpress,67489699,1,11,0,0,0,
2663,wordpress,67520421,1,508,0,1,0,
2664,wordpress,67490688,0,11,0,0,0,
2665,wordpress,67520565,0,13,0,0,0,
2666,wordpress,67520277,0,11,0,0,0,
2667,wordpress,67519710,0,1649,62,1,1,
2668,wordpress,67519868,0,11,0,0,0,
2669,wordpress,67518662,0,45,0,1,0,
2670,wordpress,67518754,0,41,0,0,0,
2671,wordpress,67467781,1,514,78,1,1,
2672,wordpress,65901474,1,373,0,1,1,
2673,wordpress,67517929,0,3,0,1,1,
2674,wordpress,67517224,0,1,0,0,0,
2675,wordpress,67515593,0,4660,53,1,1,
2676,wordpress,67516605,1,99,0,0,0,
2677,wordpress,67516662,0,3,0,0,0,
2678,wordpress,67494155,0,1,0,1,0,
2679,wordpress,67516056,0,611,0,1,1,
2680,wordpress,67485491,0,11,0,1,1,
2681,wordpress,67515947,1,65,0,0,0,
2682,wordpress,67504930,5,391,0,1,1,
2683,wordpress,67515414,0,15,0,0,0,
2684,wordpress,67495981,0,1,0,0,0,
2685,wordpress,67480338,-1,26,0,1,1,
2686,wordpress,67514432,0,389,0,0,0,
2687,wordpress,67509254,-1,21,0,1,0,
2688,wordpress,67476289,0,21,0,1,0,
2689,wordpress,67512805,0,1,0,0,0,
2690,wordpress,67440133,0,75,0,1,0,
2691,wordpress,67427604,0,75,0,1,0,
2692,wordpress,67512190,0,1256,0,0,0,
2693,wordpress,66758836,0,29,0,1,1,
2694,wordpress,67507390,0,802,48,1,0,
